NOID	Author	Title	Alternative title	Year	
hq37vr071	Lawrence, Carmen L.	Neighbors caring for neighbors: parish involvement in school-based heath promotion	Parish involvement in school-based health promotion	1997
hd76s2475	Sibuku, Cecilia Mwaka.	Beginning teachers perceptions of a learner centered approach to teaching in Namibia	Teachers perceptions of learner centered ed.	1997
765373703	Carlson, Matthew.	Cost-effective sampling design for large-scale avian monitoring	Cost-effective avian monitoring	2001
02870x80f	Way, Nora Ruth.	A comparison of three knowledge approaches to teaching skill analysis to pre-service elementary generalist teachers	Three knowledge approaches and skill analysis	1998
4j03d1814	Leiper, Jean Marion.	The international olympic committee: the pursuit of olympism 1894-1970	I.O.C., Olympism 1894-1970.	1976
4j03d1814	Leiper, Jean Marion.	The international olympic committee: the pursuit of olympism 1894-1970	Pursuit of olympism 1894-1970.	1976
d504rn30r	Noce, Laura.	China as an emerging power: issues related to territorial integrity	Issues related to territorial integrity	1998
xw42nb143	Heinlen, Erica Rea.	Patterns of bryophyte diversity and rarity in the Okanogan Highlands of Washington State	Patterns of bryophyte diversity and rarity	2002
7s75dg11q	Little, Terence Wesley.	A comparative analysis of the legal status of hostile take-over defence mechanisms in the United Kingdom, Canada and the United States of America	Legal status of take-over defences	1996
nc580p77s	Amoah, Kingsford.	Effect of turbidity on ultraviolet (UV) inactivation of cryptosporidium parvum and giardia muris in an unfiltered drinking water	Effect of turbidity on UV disinfection of H₂O	2002
wd375z22p	Fox, Julian Charles.	Glacial geomorphology of the Cataract Brook Valley, Yoho National Park, British Columbia	Glacial geomorphology Cataract Brook Valley B.C.	1974
td96k463f	Roussinova, Vesselina Tzvetanova.	Low frequency macroinstabilities in a stirred tank	Computer program title on CDFluent v.4.5 and fluent v.5	2001
9p290c240	Layman, Mellisa M.	Outcome measures of neurofeedback training for ADHD	Neurofeedback training for ADHD.	1996
wd375z26s	Ahsan, Irfan.	Protein quality control in the calreticulin deficient endoplasmic reticulum	Protein folding in CRT deficient ER	2002
0p0968743	Natter, William.	Design and implementation of digit-serial online multiply-accumulate arithmetic operations	Digit-serial online arithmetic	2001
3t945t177	Bhargava, Abhishek	Adaptive process monitoring and sensor validation	Adaptive process monitoring	2001
v405sd05n	LaFramboise, Lisa N.	Travellers in skirts: women and English-language travel writing in Canada, 1820-1926	Women and English-language travel writing in Canada, 1820-1926	1997
sj139417z	Pinkoski, Marc.	Primordial identities and processes of recognition: state of Quebec nationalisms	State of Quebec nationalisms	1999
dv13zw13x	Macelli, Anthony.	Beyond Community Development towards a mankind approach to development	Beyong Community Development.	1974
td96k4714	Lee, Eun-Na.	Anti-bacterial activities of chicken egg yolk antibody (IgY) against enteric pathogens	Egg yolk antibody (IgY) against enteric pathogens	2000
td96k482n	Gerrard, Pauline M.	The effects of experimental reservoir creation on the bioaccumulation of MEHG and reproductive success of tree swallows (Tachycineta bicolor)	Reservoirs and MeHg accumulation in swallows	2000
wd375z47j	Tse, Rex.	Studies of the strength of rough rock surfaces in shear	Strength of rough rock surfaces in shear	1979
s1784n522	Mulkins, Andrea Lyn.	Finding a way to live: complementary therapy use among people living with HIV/AIDS	Complementary therapy use by HIV/AIDS patients	2001
4j03d158b	Shiferaw, Alemu.	The Søftestad iron ore deposit, southern Norway	Softestad iron ore deposit, S. Norway	1973
v405sd297	Lam, Karen Kar Wai.	Images of women in Ming (1368-1644) fiction: the Femmes Fatales in Sanyan Erpai	Femmes Fatales in Sanyan Erpai	1999
7s75df58d	Fossen, Terrence Hilary Selmer.	A curriculum of the heart: training the transformational leader	Training the transformational leader.	1997
gf06g432q	Zhou, Chicheng	A comparative study of scepticism: Chuang Tzu and Sextus Empiricus	Chuang Tzu and Sextus Empiricus	1997
9p290c64z	Staite, Margaret Jane	Flood plain management in the Drumheller Valley: alternative land use policies	Drumheller Valley: flood plain management	1979
sj1393911	Agrawal, Arun	Specimen thickness effects on mode I & mode II interlaminar toughness of composites using finite element analysis	Finite element analysis of composite IFT	2002
9p290c71c	Zukiwski, Keith E.	Imagery and asthma: development and testing of a treatment protocol	Development and testing of a treatment protocol.	1996
3t945s898	White, Donna Joan.	Tanacetum vulgare L: weed potential, biology, response to herbivory, and prospects for classical biological control in Alberta	Weed potential, biology, response to herbivory, and prospects for classical biological control in Alberta	1997
7s75df59p	Raddatz, R. L.	Late spring upslope weather on the Canadian western plains: a mesoscale numerical simulation	Numerical simulation of upslope weather	1975
p2676x74t	Stroich, Christopher Michael.	The development of a novel technique to measure In-situ solubilities in supercritical carbon dioxide	Measurement of solubilities in SC CO₂	2001
s1784n88f	Carnaghan, Carla Ann.	Factors influencing managerial decisions about intangible asset disclosures: the role of accountability theory and impression management	Decisions about intangible asset disclosures	1999
s1784n88f	Carnaghan, Carla Ann.	Factors influencing managerial decisions about intangible asset disclosures: the role of accountability theory and impression management	Role of accountability theory and impression management	1999
s1784p13k	Murray-Bannister, Shelley.	Clients perceptions of the four roles of the professional nurse in a health promotive setting	Nurse roles in a health promotive setting.	1997
sj139457x	Vouilloz, Véronique.	The use of mountain imagery in romanticism as exemplified by some poetical works of Wordsworth and Lamartine	Mountain iumagery in Wordsworth and Lamartine	1973
xg94hr87c	Klivokiotis, P.	A diagnostic model for mixing heights applicable to nocturnal radiation inversions	Diagnostic model for mixing heights	1988
xw42nb46c	MacCabe, Margaret Anne.	Sexuality and sexual health after spinal cord injury: a phenomenological study of womens experiences	Sexuality and sexual health after SCI	2001
v405sc444	Nelson, Monty K.	Semantic memory and language in Dementia of the Alzheimer type	Memory and language in Alzheimers disease.	1999
gf06g480c	Gregg, Brian James.	Alternatives in water transfer: from the Clearwater to the Red Deer River	From the Clearwater to the Red Deer River.	1983
xw42nb22s	Atwal, Avtar Singh	Effects of dietary biotin on liver pyruvate carboxylase and metabolism of poultry	Biotin in metabolism of poultry	1969
s1784p16d	Phillips, Douglas Stanley.	Terrain-shape effects on surface pressure and drag for steady, linear, hydrostatic, mountain airflow	Terrain-shape effects on mountain airflow	1984
sj1394187	Musacchio, Saman.	Enquête sur les limites de lengagement: Les lustes comme illustration de linfluence et de la tentation russes chez Albert Camus	Lustes comme illustration de linfluence et de la tentation russes chez Albert Camus	1999
sq87bw51m	Voruganti, Varadarajasarma	Corrosion of a steel in aqueous H₂O + CO₂ systems from 100 to 300°C	Corrosion of a steel in aqueous H₂O + CO₂	1984
4j03d192n	Steinhauer, Noella R.	Sohkastwawak, they are resilient: (First Nations students and achievement)	First Nations students and achievement.	1999
4j03d192n	Steinhauer, Noella R.	Sohkastwawak, they are resilient: (First Nations students and achievement)	They are resilient	1999
g158bk525	Reavill, Ian G.	A software system for distributed process control	Software system for distributed control	1981
bz60cz23w	Santa-Balazs, Hajnalka.	Giorgio Vasaris Marriage Feast at Cana: a study in repatriation	Marriage Feast at Cana.	2001
bg257h63s	Cunning, John Cecil.	Shear wave velocity measurement of cohesionless soils for evaluation of in-situ state	Vs in sand for evaluation of in-situ state	1994
tb09j7662	Burianyk, Natalia.	Incarceration and death: the poetry of Vasylʹ Stus	Poetry of Vasylʹ Stus	1997
dn39x313m	Couture, Claudine.	Orbital influence of the oscillations excited inside a rotating star in a binary system	Tidal effects in a rotating star	2002
cj82kb01v	Jacknicke, Catherine A.	Personal-professional connections in palliative care occupational therapy	Personal-professional connections	1998
3n204145v	Eom, Jeongmin.	Ethnographic narratives of Korean-Canadian youth: ethnicity, difference, culture, and identity construction	Ethnicity, difference, culture, and identity construction.	1996
3n204145v	Eom, Jeongmin.	Ethnographic narratives of Korean-Canadian youth: ethnicity, difference, culture, and identity construction	Ethnicity/identity, Korean-Canadian youth.	1996
j3860946w	Gregg, Allan R.	Canadian parliamentary party behaviour: an analysis of minority government, 1963-1968	Canadian parliamentary behaviour: 1963-1968	1974
cv43nz74s	Sander, Katherine Joan.	Johann Walter and Martin Luther: theology and music in the early Lutheran Church	Theology and music in the early Lutheran Church	1998
tb09j7637	Stuart-Smith, Geoffrey Jonas.	Conservation of whitebark pine in the Canadian Rockies: blister rust and population genetics	Blister rust and population genetics	1998
x633f321p	Slevinsky, Richard A.	Current issues in Albertas francophone school jurisdictions: educational leaders understandings	Educational leaders understandings.	1997
x633f321p	Slevinsky, Richard A.	Current issues in Albertas francophone school jurisdictions: educational leaders understandings	Issues in francophone school jurisdictions.	1997
bz60cz580	Burrow, Sylvia Jane.	Experientialist semantics: relativism and the individual	Relativism and the individual	1997
pr76f5222	Abdalgawad, Emad Afifi.	Effects of fuel properties and oxidizing catalysts on diesel emissions	Effects of fuel properties & DOC on emissions	2002
fj236419r	Berry, M. W.	Terminal composition control of a binary distillation column	Binary distillation column control	1973
tb09j8005	Hogg, J. M.	The relationship of self-esteem and other variables among competitive swimmers of differing age and ability	Self-esteem and other variables among swimmers.	1982
j38608975	Sullivan, Stephen.	The topology of substitution tiling: dynamical systems	Topology of substitution tiling	2002
j3860868q	Kelleher, Sarah Anne.	When womens touch turns to torture: the experience of women who were sexually abused as children by a female perpetrator	Experience of women who were sexually abused as children by a female perpetrator.	1997
