File_name,Title,Department,Community,Publisher,Creator
directoryofalber2008albe,Directory of Alberta public libraries / 2000,"Alberta Municipal Affairs. Alberta Community Development. Arts and Libraries Branch. Alberta Municipal Affairs and Housing. Libraries, Community and Voluntary Service Branch. Alberta Municipal Affairs. Public Library Services Branch.",Alberta Municipal Affairs,Edmonton : Alberta Community Development,"Alberta. Alberta Community Development Alberta. Arts and Libraries Branch Alberta. Alberta Municipal Affairs and Housing Alberta. Libraries, Community and Voluntary Service Branch Alberta. Alberta Municipal Affairs Alberta. Public Library Services Branch"
continuousemissi00albe,Continuous emission monitoring system (CEMS) code,Alberta Environment and Parks. Alberta Environmental Protection. Environmental Service.,Alberta Environment and Parks,"[Edmonton] : Alberta Environmental Protection, Environmental Service",Alberta. Alberta Environmental Protection. Environmental Service
generalinformati1992albe,"General information bulletin, achievement testing program / 1992",Alberta Education. Student Evaluation Branch.,Alberta Education,[Edmonton] : Alberta Education,Alberta. Alberta Education Alberta. Student Evaluation Branch
gradeonemathemat02albe_0,Grade one mathematics,Alberta Education. Distance Learning. Learning Technologies Branch.,Alberta Education,[Edmonton] : Distance Learning,Alberta. Distance Learning Alberta. Learning Technologies Branch
albertaoilsandstat2000,Alberta oil sands plant statistics monthly supplement / 2000: Jan.-Feb.,Alberta Energy. Energy Resources Conservation Board.,Alberta Energy,"[Calgary] : Alberta, Energy Resources Conservation Board",Alberta. Energy Resources Conservation Board
climatechangecha00albe,Climate change challenge : Alberta taking action now,Government of Alberta. Bureau of Climate Change.,Government of Alberta,[Edmonton] : Government of Alberta,Alberta Alberta. Bureau of Climate Change
englishlanguagea06albe_13,English language arts 20-1,Alberta Education. Learning Technologies Branch.,Alberta Education,[Edmonton] : Alberta Learning,Alberta. Alberta Learning. Learning Technologies Branch Alberta. Alberta Learning
fortypossiblemet00albe_0,Forty possible methods for the southern Alberta landscapes project : Southern Alberta landscapes meeting the challenges ahead,Alberta Environment and Parks.,Alberta Environment and Parks,Calgary : Alberta Environment,Alberta. Alberta Environment Foresight Canada
biology2005albe_1,Biology 20,Alberta Education.,Alberta Education,Edmonton : Alberta Education,Alberta. Alberta Education
albertafirstnati2004albe,Alberta First Nations population : summary / Dec. 2004,Alberta Indigenous Relations. Aboriginal Affairs. Alberta Aboriginal Affairs and Northern Development.,Alberta Indigenous Relations,"[Edmonton?] : Research & Analysis Branch, Aboriginal Relations Section, Alberta Intergovernmental & Aboriginal Affairs",Alberta. Aboriginal Affairs Alberta. Alberta Aboriginal Affairs and Northern Development
appliedmathemati03albe_4,Applied mathematics 20,Alberta Education. Learning Technologies Branch.,Alberta Education,[Edmonton] : Alberta Learning,Alberta. Alberta Learning Alberta. Alberta Learning. Learning Technologies Branch
chwelfnew1986no2,Child welfare in progress newsletter / 2 no.2,Government of Alberta. Child Welfare Implementation Project.,Government of Alberta,Edmonton : Child Welfare Implementation Project,Child Welfare Implementation Project (Alta.)
timberquotapolic00albe,Timber quota policy,Alberta Environment and Parks. Forest Service.,Alberta Environment and Parks,"Edmonton, Alta. : The Service",Alberta. Forest Service Alberta. Alberta Energy and Natural Resources
educationtrainin00albe,Education and training planner / Updated 2007.,"Alberta Labour. Alberta Employment, Immigration and Industry.",Alberta Labour,"[Edmonton] : Government of Alberta, Employment, Immigration and Industry","Alberta. Alberta Employment, Immigration and Industry"
grade12diplomae001albe_12,"Grade 12 diploma examination. English 30. Part B, Reading (Multiple choice) / jun 2001 Question booklet",Alberta Education. Student Evaluation and Records. Student Evaluation Branch.,Alberta Education,[Edmonton] : Alberta Education,Alberta. Alberta Education Alberta. Student Evaluation and Records Alberta. Student Evaluation Branch
hobbygreenhouses00mohy,Hobby greenhouses in Alberta / Rev.,Alberta Agriculture and Forestry.,Alberta Agriculture and Forestry,"Edmonton, Alta. : Alberta Agriculture","Mohyuddin, Mirza Mohyuddin, Mirza. Hobby greenhouses in Alberta Alberta. Alberta Agriculture"
districtschoolpr00gran,District and school profiles for quality education,Alberta Education.,Alberta Education,"Edmonton, Alta. : Alberta Education",Grande Prairie School District No. 2357 Alberta. Alberta Education
whmisinformation00albe_1,WHMIS : information for suppliers / Rev. November 1999 ed.,Alberta Labour. Alberta Human Resources and Employment.,Alberta Labour,"Edmonton, Alta. : Alberta Human Resources and Employment. Workplace Health and Safety",Alberta. Alberta Human Resources and Employment Workplace Hazardous Materials Information System (Canada)
albertamachinery00albe_3,Alberta machinery & equipment assessment manual / 1998,Alberta Municipal Affairs.,Alberta Municipal Affairs,[Edmonton] : Alberta Municipal Affairs,Alberta. Alberta Municipal Affairs
abstatrev1992qu3,Alberta statistical review / 1992: 3rd  quar.,Alberta Treasury Board and Finance. Bureau of Statistics.,Alberta Treasury Board and Finance,"Edmonton, Alta. : Bureau of Statistics",Alberta. Bureau of Statistics
familyviolenceprev02v14n2,Focus : family violence prevention / 14,Alberta Community and Social Services. Office for the Prevention of Family Violence.,Alberta Community and Social Services,Edmonton : Office for the Prevention of Family Violence,Alberta. Office for the Prevention of Family Violence
altapublicsafety1989,Annual report / 1985,Government of Alberta. Alberta Public Safety Services.,Government of Alberta,[Edmonton] : The Services,Alberta Public Safety Services
cequemonenfantap00albe_28,Ce que mon enfant apprend à l'école : manuel à l'intention des parents. Troisième année (2006/2007) / 2006,Alberta Education. Alberta Learning.,Alberta Education,"Edmonton, AB : Alberta Education",Alberta. Alberta Education Alberta. Alberta Learning
polyairdamnewpla00powi,The poly air dam : a new plastic gasket to improve airtightness,Alberta Municipal Affairs.,Alberta Municipal Affairs,"[Edmonton, Alta.] : Alberta Municipal Affairs","Powis, William L Alberta. Alberta Municipal Affairs Innovative Housing Grants Program (Alta.)"
grade12diplomae989albe_10,Grade 12 diploma examination. Social studies 30 / Jun 1989,Alberta Education. Student Evaluation Branch.,Alberta Education,[Edmonton] : Alberta Education,Alberta. Alberta Education Alberta. Student Evaluation Branch
fieldcropsprojec04albe_0,Field crops project book,Alberta Agriculture and Forestry. 4-H Branch.,Alberta Agriculture and Forestry,[Edmonton] : 4-H Branch,Alberta. 4-H Branch
proposedalbertap00albe_0,The proposed Alberta-Pacific pulp mill : report of the EIA Review Board,Alberta Environment and Parks.,Alberta Environment and Parks,"Edmonton, Alta. : Alberta Environment","Alberta-Pacific Environmental Impact Assessment Review Board DeSorcy, Gerry Alberta-Pacific Forest Industries Inc Alberta. Alberta Environment"
programsforsenio00albe_10,Programs for seniors / 1998,Alberta Seniors and Housing. Senior Citizens Bureau. Senior Citizens Secretariat. Alberta Community Development. Seniors Division.,Alberta Seniors and Housing,"Edmonton, Alta. : The Bureau",Alberta. Senior Citizens Bureau Alberta. Senior Citizens Secretariat Alberta. Alberta Community Development. Seniors Division Seniors Advisory Council for Alberta
gasutilityoperat00albe,Gas utility operator certificate program : occupation competency profile.,Alberta Advanced Education. Apprenticeship and Industry Training.,Alberta Advanced Education,"Edmonton, AB : Alberta Learning",Alberta. Alberta Learning. Apprenticeship and Industry Training
monitoringsouthp00crud,"Monitoring the south peak of Turtle Mountain, 1980 to 1985",Alberta Environment and Parks. Alberta Environment. Research Management Division.,Alberta Environment and Parks,"Edmonton : Research Management Division, Alberta Environment","Cruden, D. M Alberta. Alberta Environment. Research Management Division"
firststepstoener00lake,First steps to energy management : save energy & money,Alberta Agriculture and Forestry. Food and Rural Development.,Alberta Agriculture and Forestry,"Edmonton : Alberta Agriculture, Food and Rural","Lakenman, K Lewis, T Alberta. Alberta Agriculture, Food, and Rural Development Alberta Environmentally Sustainable Association Agtech Centre"
generalstatusofa00albe_1,The general status of Alberta wild species 2000,Alberta Environment and Parks. Alberta Sustainable Resource Development.,Alberta Environment and Parks,Edmonton : Alberta Environment ; Alberta Sustainable Resource Development,Alberta. Alberta Environment Alberta. Alberta Sustainable Resource Development
english10205rayd,English 10-2,Alberta Education. Distance Learning.,Alberta Education,Barrhead : Alberta Distance Learning Centre,"Ray, Daniel Jackson, Patricia Alberta. Distance Learning"
valuationefficac00albe,Évaluation efficace des élèves en salle de classe : connaissances + compétences + attributs,Alberta Education.,Alberta Education,"Edmonton, AB : Alberta Education",Alberta. Alberta Education
familyviolenceprev03v15n2,Focus : family violence prevention / 15,Alberta Community and Social Services. Office for the Prevention of Family Violence.,Alberta Community and Social Services,Edmonton : Office for the Prevention of Family Violence,Alberta. Office for the Prevention of Family Violence
annualreportalbe00albe_11,Annual report. Alberta. Legislative Assembly Office. / 1995,Legislative Assembly Office.,Legislative Assembly Office,Edmonton : The Office,Alberta. Legislative Assembly Office Commonwealth Parliamentary Association. Alberta Branch
directoryofprofe00albe_0,Directory of professional Alberta theatres,Alberta Culture and Tourism. Alberta Culture and Multiculturalism.,Alberta Culture and Tourism,"[Edmonton, Alta.] : Alberta Culture and Multiculturalism",Alberta. Alberta Culture and Multiculturalism
permno87no100,Permit no / GR 1987: no. 100,Alberta Energy. Energy Resources Conservation Board.,Alberta Energy,"[Calgary] : Province of Alberta, Energy Resources Conservation Board",Alberta. Energy Resources Conservation Board
fieldmeasurement02albe_0,Field measurement program : atmospheric dispersion tracer study under stable conditions and meteorological study :  Appendices to Volume 1 Appendix A,Alberta Energy. Energy Resources Conservation Board.,Alberta Energy,"Calgary, Alta. : Energy Resources Conservation Board",Alberta. Energy Resources Conservation Board
seekersstorytell00albe,Seekers and storytellers : aboriginal role models share their career journeys,Alberta Labour. Alberta Human Resources and Employment. Alberta Children's Services.,Alberta Labour,"Edmonton, AB : Government of Alberta",Alberta. Alberta Human Resources and Employment Alberta. Alberta Children's Services
governmentestima00albe_5,"Government estimates and capital fund estimates. Supplementary information, element details / 1993",Alberta Treasury Board and Finance.,Alberta Treasury Board and Finance,[Edmonton : Treasury Dept.],Alberta Alberta. Alberta Treasury
consolidatedfina2011albe,Consolidated financial statements of the Government of Alberta annual report / 2007,Government of Alberta.,Government of Alberta,[Edmonton : Govt. of] Alberta,Alberta
abstatrev1982qu4,Alberta statistical review / 1982: 4th  quar.,Alberta Treasury Board and Finance. Bureau of Statistics.,Alberta Treasury Board and Finance,"Edmonton, Alta. : Bureau of Statistics",Alberta. Bureau of Statistics
albertasreporton2002albe,Alberta's Report on Comparable Health Indicators / September 2002,Alberta Health. Alberta Health and Wellness.,Alberta Health,"Edmonton, AB : Alberta Health & Wellness",Alberta. Alberta Health and Wellness
enviroviews6n5,Environment views / 6,Alberta Environment and Parks. Alberta Environmental Protection.,Alberta Environment and Parks,Edmonton : Alberta Environment Edmonton : Alberta Environmental Protection [Edmonton] : Green Thread Publishing,Alberta. Alberta Environment Alberta. Alberta Environmental Protection
