ia id	catkey	title	subjects
reportonapplicat00albe	1829902	A report on an application by Canterra Energy Ltd. to drill a critical sour well in the Sundre area / [electronic resource] ERCB.	Gas well drilling--Alberta--Sundre Region.--Gas wells--Alberta--Sundre Region.--Hydrogen sulfide.--Sundre Region (Alta.).;
withinourborders00alb_pnd	407869	Within our borders. [electronic resource]	Alberta--Periodicals.;
departmentalexam30albe_34	1944052	Departmental examinations, [grade 12] 1968, August. [electronic resource]	Examinations--Alberta--Questions.;
annrepalbopp1988	444617	Annual report. [electronic resource]	Alberta Opportunity Company--Periodicals.--Economic assistance, Domestic--Alberta--Periodicals.;
grade12diplomae988albe_24	940601	Grade 12 diploma examinations program. Social studies 30. [electronic resource]	Social sciences--Alberta--Examinations, questions, etc.--Periodicals.;
french3004albe	2339844	French 30. [electronic resource]	French language--Study and teaching (Secondary)--Alberta--Foreign speakers--French language--Study and teaching as a second language (Secondary)--Alberta.--Français (Langue)--Étude et enseignement (Secondaire)--Allophones.--Français (Langue)--Manuels pour anglophones.;
annualreport2001agri	1735254	Annual report / [electronic resource] Agriculture Financial Services Corporation.	Agriculture Financial Services Corporation (Alta.)--Periodicals.--Agricultural credit--Alberta--Periodicals.--Crop insurance--Alberta--Periodicals.;
departmentalexam22albe_0	710895	Departmental examinations, 1928. [electronic resource]	Examinations--Alberta--Questions.;
texteschoisisaut00albe_0	3998431	Textes choisis : [electronic resource] auteurs contemporains de la littérature mondiale.	Lectures et morceaux choisis--Littérature française.--Littérature française--Anthologies.--Lectures et morceaux choisis (Enseignement secondaire);
habitatsuitabili00stev_2	4528489	Habitat suitability index for the northern leopard frog in Alberta : [electronic resource] model derivation and validation / Scott D. Stevens, Don Page, and David R.C. Prescott.	Northern leopard frog--Alberta.--Northern leopard frog--Habitat--Alberta.--Habitat suitability index models--Alberta.--Endangered species--Alberta.;
reportofauditorg00tarc_0	3411533	Report of the Auditor General on Alberta Social Housing Corporation : [electronic resource] land sales systems.	Alberta Social Housing Corporation--Auditing.--Public lands--Alberta--Fort McMurray--Auditing.--Public housing--Alberta--Fort McMurray--Auditing.--Corporations, Government--Alberta--Auditing.--Government business enterprises--Alberta--Auditing.--Government productivity--Alberta--Evaluation.;
steamfitterpipef00albe	4138391	Steamfitter-pipefitter : [electronic resource] apprenticeship course outline.	Pipe fitters--Study and teaching--Alberta.--Steam-pipes--Study and teaching--Alberta.--Apprenticeship programs--Alberta.--Apprentices--Alberta.--Occupational training--Alberta.;
prairiecouleesna00albe	2577944	Prairie Coulees Natural Area : [electronic resource] management plan / prepared by: the Prairie Coulees Natural Area Planning Team.	Natural areas--Alberta--Management.--Natural areas--Alberta--Prairie Coulees Natural Area.--Ecosystem management--Alberta.--Prairie Coulees Natural Area (Alta.).;
familyviolenceprev96v8n4	805384	Focus : [electronic resource] family violence prevention.	Family violence--Alberta--Periodicals.--Child abuse--Alberta--Periodicals.--Wife abuse--Alberta--Periodicals.--Abused elderly--Alberta--Periodicals.;
evaluationofferr00step_0	2593486	An evaluation of the ferruginous hawk population in Alberta based on recent trend data / [electronic resource] David P. Stepnisky ... [et al.].	Ferruginous hawk--Alberta.--Ferruginous hawk--Monitoring--Alberta.--Wildlife management--Alberta.--Bird populations--Alberta.;
distributionrela00scho_0	2593489	Distribution and relative abundance of small mammals of the western plains of Alberta as determined from great horned owl pellets / [electronic resource] D. (Tim) Schowalter.	Mammals--Alberta--Geographical distribution.--Great horned owl--Food--Alberta.--Wildlife management--Alberta.;
albertatransport199697_0	583501	Annual report / [electronic resource] Alberta Transportation and Utilities.	Alberta.--Alberta Transportation and Utilities--Periodicals.--Roads--Alberta--Periodicals.--Transportation, Automotive--Alberta--Periodicals.--Transportation, Automotive--Alberta--Statistics--Periodicals.--Public utilities--Alberta--Periodicals.;
fieldcropsprojec03albe	3993150	Field crops project book. [electronic resource]	;
cequemonenfantap00albe_4	2126553	Ce que mon enfant apprend à l'école : [electronic resource] manuel a l'intention des parents. Première année.	Programmes d'études--Alberta--Guides, manuels, etc.--Français (Langue)--Étude et enseignement--Alberta--Guides, manuels, etc.--Première année (Education)--Alberta--Guides, manuels, etc.--Education--Alberta--Curricula--Handbooks, manuals, etc.--French language--Study and teaching--Alberta.--First grade (Education)--Alberta--Curricula--Handbooks, manuals, etc.;
physics30diplom1991albe_0	797849	Physics 30 diploma examination results. [electronic resource]	Physics--Alberta--Examinations--Statistics--Periodicals.--Examinations--Alberta--Statistics--Periodicals.;
characterization00wall_0	618153	Characterization of oil sand resources / [electronic resource] D. Wallace ... [et al.].	Oil sands.--Petroleum--Geology.;
withinourborders616albe	407869	Within our borders. [electronic resource]	Alberta--Periodicals.;
albertaindustria845albe	818553	Alberta industrial newsletter / [electronic resource] Dept. of Industry and Development, Industrial Development Branch.	Alberta.--Industrial Development Branch--Information services--Periodicals.--Cities and towns--Alberta--Economic aspects--Periodicals.--Alberta--Industries--Periodicals.--Alberta--Industries, Rural--Periodicals.;
historyoffloodsi00must	775917	History of floods in the Oldman River basin / [electronic resource] prepared by A.M. Mustapha and S. Figliuzzi.	Floods--Alberta--Oldman River.--Floods--Alberta--South Saskatchewan River.--Floods--Alberta--Medicine Hat Region.--Floods--Alberta--Oldman River Basin.;
permitno1987no19_20	6356993	Permit no. [electronic resource]	Natural gas--Alberta.--Natural gas pipelines--Alberta.--Coal mines and mining--Alberta.;
traditionmoderni00albe	530383	Tradition & modernization in Asia and Africa [electronic resource] produced by ACCESS Alberta [in co-operation with the Curriculum Branch of Alberta Education].	Alberta Agency for International Development.--Developing countries--Juvenile literature.--Africa--Economic conditions--1945-1960--Juvenile literature.--Africa--Social conditions--Juvenile literature.--Asia--Economic conditions--1945---Juvenile literature.--Asia--Politics and government--Juvenile literature.;
evaluationofalbe00albe_0	2127388	Evaluation of the Alberta Health AIDS/STD information line / [electronic resource] prepared by Alberta Management Group.	AIDS (Disease)--Alberta--Information services--Evaluation.--Sexually transmitted diseases--Alberta--Information services--Evaluation.--AIDS (Disease)--Government policy--Alberta--Evaluation.--Sexually transmitted diseases--Government policy--Alberta--Evaluation.;
ownershipfarmtra00albe	2243456	Ownership and farm transfers : [electronic resource] issues for multi-family businesses / Farm Business Management Branch, Alberta Agriculture, Food and Rural Development.	Family farms--Alberta--Management.;
workforcestrateg00albe_11	4070333	A workforce strategy for Alberta's construction industry. [electronic resource]	Construction industry--Employees--Supply and demand--Alberta.--Construction industry--Government policy--Alberta.--Construction workers--Alberta.;
aucoeurdelaquest00albe	3480537	Au coeur de la question : [electronic resource] l'éducation civique et la formation aux valeurs : guide d'enseignement M-12.	Éducation morale (Enseignement primaire)--Alberta.--Éducation morale (Enseignement secondaire)--Alberta.--Éducation civique (Enseignement primaire)--Alberta.--Éducation civique (Enseignement secondaire)--Alberta.--Valeurs (Philosophie)--Étude et enseignement (Primaire)--Alberta.--Valeurs (Philosophie)--Étude et enseignement (Secondaire)--Alberta.;
interimsaltconta00albe	2449581	Interim salt contamination assessment & remediation guidelines. [electronic resource]	Salt--Environmental aspects--Alberta.--In situ remediation.--Risk assessment.--Soil pollution.--Soil remediation.;
historicsitesofa00demp	7056758	Historic sites of Alberta / [electronic resource] by Hugh A. Dempsey.	Historic buildings--Alberta.--Historic sites--Alberta.--Alberta--History.;
curriculumhandbo2200albe	1829413	Curriculum handbook for parents. Catholic school version. Grade 2. [electronic resource]	Second grade (Education)--Alberta--Curricula--Handbooks, manuals, etc.--Education--Alberta--Curricula--Handbooks, manuals, etc.;
improvingschools00mcew	3480627	Improving schools - [electronic resource] investing in our future / Nelly McEwen.	School improvement programs--Alberta.--Educational change--Alberta.--Educational accountability--Alberta.;
reportoftaskforc01albe	594579	Report of the Task Force on the Workers' Compensation Board. [electronic resource]	Workers' compensation--Alberta.;
trainingneedsofp00albe	746486	Training needs of planners : [electronic resource] a survey of skills for more effective planning / Inter-Agency Planning Branch, Planning Services Division, Alberta Municipal Affairs.	Planners--Training of--Alberta.--Planning--Study and teaching--Alberta.;
permitno89no38_39	6356993	Permit no. [electronic resource]	Natural gas--Alberta.--Natural gas pipelines--Alberta.--Coal mines and mining--Alberta.;
provisionalappli00fami	2425234	Provisional application to change an order for child support--Divorce Act. [electronic resource]	Child support--Law and legislation--Alberta.--Domestic relations courts--Alberta.--Support (Domestic relations)--Alberta.;
promotiontestsgr01albe_1	675133	Promotion tests, grade VIII, 1938. [electronic resource]	Examinations--Alberta--Questions.--Juvenile literature.--Achievement tests--Alberta--Questions.--Juvenile literature.;
canadaalbertacro00albe_0	1578263	Canada-Alberta crop insurance : [electronic resource] report of the Alberta Review Panel : executive summary	Canada-Alberta Crop Insurance Program.--Alberta.--Crop Insurance Review Panel.--Crop insurance.--Crop insurance--Alberta.;
diplomaexaminat1994albe_6	2180985	Diploma examinations program information bulletin. English 30. [electronic resource]	English language--Alberta--Examinations, questions, etc.--Periodicals.--English literature--Alberta--Examinations, questions, etc.--Periodicals.--Twelfth grade (Education)--Alberta--Examinations--Periodicals.--Examinations--Alberta--Periodicals.;
estexplegalb1984	801773	Estimates of expenditure. Legislative Assembly estimates. [electronic resource]	Alberta--Appropriations and expenditures--Statistics--Periodicals.;
fetalalcoholsynd00hueb	1841443	Fetal Alcohol Syndrome and other alcohol-related birth defects / [electronic resource] Kathy Huebert and Cindy Raftis.	Fetal alcohol syndrome.--Alcoholism in pregnancy.--Fetal Alcohol Spectrum Disorders.;
helpingchildrenh00albe	358395	Helping children help themselves / [electronic resource] Alberta Agriculture, Home Economics Branch.	Social sciences--Study and teaching (Elementary)--Life skills.--Consumer education--Study and teaching (Elementary).--Communication--Study and teaching (Elementary).--Child care.--Home accidents--Prevention--Study and teaching (Elementary).;
