LC	LC-ID	ID	Value	ID1	LC-P	LCP-ID	Column 2	Column 3	Column 4	blank
Dragga, Sam	http://id.loc.gov/authorities/names/n88247348	http://id.loc.gov/authorities/names/n88247348	Dragga, Sam	http://id.loc.gov/authorities/names/n88247348	Dragga, Sam	n88247348	Person		http://example.org/6810994#Agent700-32	
Jacobs, James B.	http://id.loc.gov/authorities/names/n80090454	http://id.loc.gov/authorities/names/n80090454	Jacobs, James B.	http://id.loc.gov/authorities/names/n80090454	Jacobs, James B.,		Person		http://example.org/6813994#Agent100-28	
Kaczor, Christopher Robert, 1969-	http://id.loc.gov/authorities/names/no96025978	http://id.loc.gov/authorities/names/no96025978	Kaczor, Christopher Robert, 1969-	http://id.loc.gov/authorities/names/no96025978	Kaczor, Christopher Robert, 1969-....	no96025978	Person		http://example.org/6798570#Agent100-19	
Burnell, Beverly A.	http://id.loc.gov/authorities/names/n2012071364	http://id.loc.gov/authorities/names/n2012071364	Burnell, Beverly A.	http://id.loc.gov/authorities/names/n2012071364	Burnell, Beverly A.	n2012071364	Person		http://example.org/6500534#Agent700-24	
Schnackenberg, Heidi L.	http://id.loc.gov/authorities/names/n2012071363	http://id.loc.gov/authorities/names/n2012071363	Schnackenberg, Heidi L.	http://id.loc.gov/authorities/names/n2012071363	Schnackenberg, Heidi L.	n2012071363	Person		http://example.org/6500534#Agent700-25	
Gross, Michael L., 1954-	http://id.loc.gov/authorities/names/n97034600	http://id.loc.gov/authorities/names/n97034600	Gross, Michael L., 1954-	http://id.loc.gov/authorities/names/n97034600	Gross, Michael L., 1954-....	n97034600	Person		http://example.org/6783705#Agent100-23	
Kleinig, John, 1942-	http://id.loc.gov/authorities/names/n82054832	http://id.loc.gov/authorities/names/n82054832	Kleinig, John, 1942-	http://id.loc.gov/authorities/names/n82054832	Kleinig, John, 1942-....	n82054832	Person		http://example.org/6813462#Agent100-22	
Keller, Simon	http://id.loc.gov/authorities/names/no2008004035	http://id.loc.gov/authorities/names/no2008004035	Keller, Simon	http://id.loc.gov/authorities/names/no2008004035	Keller, Simon,		Person		http://example.org/6813462#Agent700-35	
Primoratz, Igor	http://id.loc.gov/authorities/names/n79024022	http://id.loc.gov/authorities/names/n79024022	Primoratz, Igor	http://id.loc.gov/authorities/names/n79024022	Primoratz, Igor.	n79024022	Person		http://example.org/6813462#Agent700-36	
O'Loughlin, Michael	http://id.loc.gov/authorities/names/n2008026888	http://id.loc.gov/authorities/names/n2008026888	O'Loughlin, Michael	http://id.loc.gov/authorities/names/n2008026888	O'Loughlin, Michael.		Person		http://example.org/6815575#Agent700-30	
European Union	http://id.loc.gov/authorities/names/n2004153355	http://id.loc.gov/authorities/names/n2004153355	European Union	http://id.loc.gov/authorities/names/n2004153355	European Union		Organization		http://example.org/6807331#Agent610-30	
Keil, Soeren	http://id.loc.gov/authorities/names/n2013065264	http://id.loc.gov/authorities/names/n2013065264	Keil, Soeren	http://id.loc.gov/authorities/names/n2013065264	Keil, Soeren	n2013065264	Person		http://example.org/6807331#Agent700-35	
Arkan Zeynep			Arkan, Zeynep		Arkan, Zeynep,		Person		http://example.org/6807331#Agent700-36	
Blavoukos, Spyros	http://id.loc.gov/authorities/names/no2008007894	http://id.loc.gov/authorities/names/no2008007894	Blavoukos, Spyros	http://id.loc.gov/authorities/names/no2008007894	Blavoukos, Spyros.	no2008007894	Person		http://example.org/6811229#Agent700-32	
Bourantonis, Dimitris	http://id.loc.gov/authorities/names/n93004855	http://id.loc.gov/authorities/names/n93004855	Bourantonis, Dimitris	http://id.loc.gov/authorities/names/n93004855	Bourantonis, Dimitris.	n93004855	Person		http://example.org/6811229#Agent700-33	
Portela, Clara	http://id.loc.gov/authorities/names/no2006075029	http://id.loc.gov/authorities/names/no2006075029	Portela, Clara	http://id.loc.gov/authorities/names/no2006075029	Portela, Clara.	no2006075029	Person		http://example.org/6811229#Agent700-34	
Allison, Laura, 1980-	http://id.loc.gov/authorities/names/n2014058447	http://id.loc.gov/authorities/names/n2014058447	Allison, Laura, 1980-	http://id.loc.gov/authorities/names/n2014058447	Allison, Laura, 1980-	n2014058447	Person		http://example.org/6811120#Agent100-19	
European Union.			European Union	http://id.loc.gov/authorities/names/n2004153355	European Union.		Organization		http://example.org/6811120#Agent610-30	
ASEAN.			ASEAN	http://id.loc.gov/authorities/names/n80020520	ASEAN.		Organization		http://example.org/6811120#Agent610-31	
Brown, Kerry, 1967-	http://id.loc.gov/authorities/names/no2007020304	http://id.loc.gov/authorities/names/no2007020304	Brown, Kerry, 1967-	http://id.loc.gov/authorities/names/no2007020304	Brown, Kerry, 1967-....	no2007020304	Person		http://example.org/6812467#Agent700-30	
Fiorentini, Riccardo	http://id.loc.gov/authorities/names/n2002109478	http://id.loc.gov/authorities/names/n2002109478	Fiorentini, Riccardo	http://id.loc.gov/authorities/names/n2002109478	Fiorentini, Riccardo	n2002109478	Person		http://example.org/6807489#Agent700-41	
Montani, Guido	http://id.loc.gov/authorities/names/n78028842	http://id.loc.gov/authorities/names/n78028842	Montani, Guido	http://id.loc.gov/authorities/names/n78028842	Montani, Guido,		Person		http://example.org/6807489#Agent700-42	
Jullien, Bernard	http://id.loc.gov/authorities/names/n2008047324	http://id.loc.gov/authorities/names/n2008047324	Jullien, Bernard	http://id.loc.gov/authorities/names/n2008047324	Jullien, Bernard,		Person		http://example.org/6678507#Agent700-34	
Smith, Andy, 1963 July 24-	http://id.loc.gov/authorities/names/n2003111689	http://id.loc.gov/authorities/names/n2003111689	Smith, Andy, 1963 July 24-	http://id.loc.gov/authorities/names/n2003111689	Smith, Andy, 1963 July 24-	n2003111689	Person		http://example.org/6678507#Agent700-35	
Rowner, Ilai	http://id.loc.gov/authorities/names/n2014048855	http://id.loc.gov/authorities/names/n2014048855	Rowner, Ilai	http://id.loc.gov/authorities/names/n2014048855	Rowner, Ilai	n2014048855	Person		http://example.org/6803148#Agent100-21	
Blarel, Nicolas	http://id.loc.gov/authorities/names/n2006083587	http://id.loc.gov/authorities/names/n2006083587	Blarel, Nicolas	http://id.loc.gov/authorities/names/n2006083587	Blarel, Nicolas	n2006083587	Person		http://example.org/6799846#Agent100-15	
Cleland, David I.	http://id.loc.gov/authorities/names/n50040978	http://id.loc.gov/authorities/names/n50040978	Cleland, David I.	http://id.loc.gov/authorities/names/n50040978	Cleland, David I.	n50040978	Person		http://example.org/6802173#Agent700-23	
Bidanda, Bopaya	http://id.loc.gov/authorities/names/n88237894	http://id.loc.gov/authorities/names/n88237894	Bidanda, Bopaya	http://id.loc.gov/authorities/names/n88237894	Bidanda, Bopaya.	n88237894	Person		http://example.org/6802173#Agent700-24	
Moyles, Janet R.	http://id.loc.gov/authorities/names/n88163405	http://id.loc.gov/authorities/names/n88163405	Moyles, Janet R.	http://id.loc.gov/authorities/names/n88163405	Moyles, Janet R.	n88163405	Person		http://example.org/6798707#Agent700-31	
Adams, C. T. (Cie T.)	http://id.loc.gov/authorities/names/n2003049418	http://id.loc.gov/authorities/names/n2003049418	Adams, C. T. (Cie T.)	http://id.loc.gov/authorities/names/n2003049418	Adams, C. T. (Cie T.)	n2003049418	Person		http://example.org/6855853#Agent100-12	
Yeomans, Christopher	http://id.loc.gov/authorities/names/n2011057555	http://id.loc.gov/authorities/names/n2011057555	Yeomans, Christopher	http://id.loc.gov/authorities/names/n2011057555	Yeomans, Christopher.	n2011057555	Person		http://example.org/6799309#Agent100-16	
Hegel, Georg Wilhelm Friedrich, 1770-1831. Ästhetik	http://id.loc.gov/authorities/names/n98024012	http://id.loc.gov/authorities/names/n98024012	Hegel, Georg Wilhelm Friedrich, 1770-1831	http://id.loc.gov/authorities/names/n79021767	Hegel, Georg Wilhelm Friedrich, 1770-1831.	n79021767	Person		http://example.org/6799309#Agent600-28	
Kant, Immanuel, 1724-1804.		n79021614	Kant, Immanuel, 1724-1804	http://id.loc.gov/authorities/names/n79021614	Kant, Immanuel, 1724-1804.	n79021614	Person		http://example.org/6799309#Agent600-29	
Smollett, T. (Tobias), 1721-1771	http://id.loc.gov/authorities/names/n79149073	http://id.loc.gov/authorities/names/n79149073	Smollett, T. (Tobias), 1721-1771	http://id.loc.gov/authorities/names/n79149073	Smollett, T. (Tobias), 1721-1771	n79149073	Person		http://example.org/6815636#Agent100-18	
Gottlieb, Evan, 1975-	http://id.loc.gov/authorities/names/n2006081211	http://id.loc.gov/authorities/names/n2006081211	Gottlieb, Evan, 1975-	http://id.loc.gov/authorities/names/n2006081211	Gottlieb, Evan, 1975-....	n2006081211	Person		http://example.org/6815636#Agent700-31	
Macke, Frank J.	http://id.loc.gov/authorities/names/n2014064621	http://id.loc.gov/authorities/names/n2014064621	Macke, Frank J.	http://id.loc.gov/authorities/names/n2014064621	Macke, Frank J.	n2014064621	Person		http://example.org/6755039#Agent100-19	
McAdams, Richard H.	http://id.loc.gov/authorities/names/no2004017448	http://id.loc.gov/authorities/names/no2004017448	McAdams, Richard H.	http://id.loc.gov/authorities/names/no2004017448	McAdams, Richard H.	no2004017448	Person		http://example.org/6813626#Agent100-35	
Vinton, Nathaniel	http://id.loc.gov/authorities/names/n2014056423	http://id.loc.gov/authorities/names/n2014056423	Vinton, Nathaniel	http://id.loc.gov/authorities/names/n2014056423	Vinton, Nathaniel	n2014056423	Person		http://example.org/6812486#Agent100-15	
Ward, Margaret A.	http://id.loc.gov/authorities/names/n2006057569	http://id.loc.gov/authorities/names/n2006057569	Ward, Margaret	http://id.loc.gov/authorities/names/no2001004773	Ward, Margaret,		Person		http://example.org/6702261#Agent100-8	
Bélanger Marc 1967-			Bélanger, Marc, 1967-		Bélanger, Marc, 1967-,		Person		http://example.org/6702261#Agent700-21	
Kerman, Judith, 1945-	http://id.loc.gov/authorities/names/n87922800	http://id.loc.gov/authorities/names/n87922800	Kerman, Judith, 1945-	http://id.loc.gov/authorities/names/n87922800	Kerman, Judith, 1945-	n87922800	Person		http://example.org/6815517#Agent700-33	
Browning, John Edgar	http://id.loc.gov/authorities/names/n2008085068	http://id.loc.gov/authorities/names/n2008085068	Browning, John Edgar	http://id.loc.gov/authorities/names/n2008085068	Browning, John Edgar.	n2008085068	Person		http://example.org/6815517#Agent700-34	
Benjamin, Arthur.			Benjamin, Arthur	http://id.loc.gov/authorities/names/n91027397	Benjamin, Arthur.		Person		http://example.org/6802855#Agent100-18	
Chartrand, Gary.		n81012186	Chartrand, Gary	http://id.loc.gov/authorities/names/n81012186	Chartrand, Gary.	n81012186	Person		http://example.org/6802855#Agent700-30	
Zhang, Ping, 1957-	http://id.loc.gov/authorities/names/n2001002131	http://id.loc.gov/authorities/names/n2001002131	Zhang, Ping, 1957-	http://id.loc.gov/authorities/names/n2001002131	Zhang, Ping, 1957-....	n2001002131	Person		http://example.org/6802855#Agent700-31	
Wieland, Christina	http://id.loc.gov/authorities/names/no2001037704	http://id.loc.gov/authorities/names/no2001037704	Wieland, Christina	http://id.loc.gov/authorities/names/no2001037704	Wieland, Christina,		Person		http://example.org/6698945#Agent100-17	
Mountjoy, Margo L.	http://id.loc.gov/authorities/names/n2014186230	http://id.loc.gov/authorities/names/n2014186230	Mountjoy, Margo L.	http://id.loc.gov/authorities/names/n2014186230	Mountjoy, Margo L.	n2014186230	Person		http://example.org/6744126#Agent700-34	
Wright, E. V.	http://id.loc.gov/authorities/names/no91022330	http://id.loc.gov/authorities/names/no91022330	Wright, E. V.	http://id.loc.gov/authorities/names/no91022330	Wright, E. V.,		Person		http://example.org/6785982#Agent100-21	
Macfie, A. L.	http://id.loc.gov/authorities/names/nr93049921	http://id.loc.gov/authorities/names/nr93049921	Macfie, A. L.	http://id.loc.gov/authorities/names/nr93049921	Macfie, A. L.,		Person		http://example.org/6694164#Agent700-34	
Zelizer, Julian E.	http://id.loc.gov/authorities/names/n98046781	http://id.loc.gov/authorities/names/n98046781	Zelizer, Julian E.	http://id.loc.gov/authorities/names/n98046781	Zelizer, Julian E.	n98046781	Person		http://example.org/6803121#Agent100-14	
Johnson, Lyndon B. (Lyndon Baines), 1908-1973.			Johnson, Lyndon B. (Lyndon Baines), 1908-1973	http://id.loc.gov/authorities/names/n80005801	Johnson, Lyndon B. (Lyndon Baines), 1908-1973.		Person		http://example.org/6803121#Agent600-27	
Watts, Edward Jay, 1975-	http://id.loc.gov/authorities/names/n2005019160	http://id.loc.gov/authorities/names/n2005019160	Watts, Edward Jay, 1975-	http://id.loc.gov/authorities/names/n2005019160	Watts, Edward Jay, 1975-....	n2005019160	Person		http://example.org/6811139#Agent100-20	
July, Miranda, 1974-	http://id.loc.gov/authorities/names/no2005020449	http://id.loc.gov/authorities/names/no2005020449	July, Miranda, 1974-	http://id.loc.gov/authorities/names/no2005020449	July, Miranda, 1974-....	no2005020449	Person		http://example.org/6812610#Agent100-19	
Bosch, Karen A.	http://id.loc.gov/authorities/names/n94069158	http://id.loc.gov/authorities/names/n94069158	Bosch, Karen A.	http://id.loc.gov/authorities/names/n94069158	Bosch, Karen A.	n94069158	Person		http://example.org/6776078#Agent100-13	
Bosch, Morghan E.	http://id.loc.gov/authorities/names/no2015018126	http://id.loc.gov/authorities/names/no2015018126	Bosch, Morghan E.	http://id.loc.gov/authorities/names/no2015018126	Bosch, Morghan E.	no2015018126	Person		http://example.org/6776078#Agent700-26	
Hoang, Lily K.	http://id.loc.gov/authorities/names/no2007119505	http://id.loc.gov/authorities/names/no2007119505	Hoang, Lily K.	http://id.loc.gov/authorities/names/no2007119505	Hoang, Lily K.	no2007119505	Person		http://example.org/6808252#Agent700-29	
Wilkinson, Joshua Marie, 1977-	http://id.loc.gov/authorities/names/n2005061438	http://id.loc.gov/authorities/names/n2005061438	Wilkinson, Joshua Marie, 1977-	http://id.loc.gov/authorities/names/n2005061438	Wilkinson, Joshua Marie, 1977-	n2005061438	Person		http://example.org/6808252#Agent700-30	
Phelan, Owen Michael	http://id.loc.gov/authorities/names/no2008116614	http://id.loc.gov/authorities/names/no2008116614	Phelan, Owen Michael	http://id.loc.gov/authorities/names/no2008116614	Phelan, Owen Michael	no2008116614	Person		http://example.org/6799848#Agent100-15	
Woolfson, Michael M. (Michael Mark)	http://id.loc.gov/authorities/names/n87129071	http://id.loc.gov/authorities/names/n87129071	Woolfson, Michael M. (Michael Mark)	http://id.loc.gov/authorities/names/n87129071	Woolfson, Michael M. (Michael Mark)	n87129071	Person		http://example.org/6740830#Agent100-17	
Doss, Daniel Adrian		n2011079882	Doss, Daniel Adrian	http://id.loc.gov/authorities/names/n2011079882	Doss, Daniel Adrian	n2011079882	Person		http://example.org/6802722#Agent100-21	
Foldvary, Fred E., 1946-	http://id.loc.gov/authorities/names/n80023337	http://id.loc.gov/authorities/names/n80023337	Foldvary, Fred E., 1946-	http://id.loc.gov/authorities/names/n80023337	Foldvary, Fred E., 1946-	n80023337	Person		http://example.org/6800024#Agent100-15	
Jacobs, Jack Lester, 1953-	http://id.loc.gov/authorities/names/n89640467	http://id.loc.gov/authorities/names/n89640467	Jacobs, Jack Lester, 1953-	http://id.loc.gov/authorities/names/n89640467	Jacobs, Jack Lester, 1953-....	n89640467	Person		http://example.org/6799238#Agent100-20	
Institut für Sozialforschung (Frankfurt am Main, Germany)	http://id.loc.gov/authorities/names/n80104961	http://id.loc.gov/authorities/names/n80104961	Institut für Sozialforschung (Frankfurt am Main, Germany)	http://id.loc.gov/authorities/names/n80104961	Institut für Sozialforschung (Frankfurt am Main, Germany)		Organization		http://example.org/6799238#Agent610-31	
McGowan, Carl			McGowan, Carl	http://id.loc.gov/authorities/names/no2007020048	McGowan, Carl.,		Person		http://example.org/6714810#Agent100-16	
Coca-Cola Company	http://id.loc.gov/authorities/names/n80020347	http://id.loc.gov/authorities/names/n80020347	Coca-Cola Company	http://id.loc.gov/authorities/names/n80020347	Coca-Cola Company		Organization		http://example.org/6714810#Agent610-32	
Gardner, John C.	http://id.loc.gov/authorities/names/n94108287	http://id.loc.gov/authorities/names/n94108287	Gardner, John C.	http://id.loc.gov/authorities/names/n94108287	Gardner, John C.,		Person		http://example.org/6714810#Agent700-34	
Moeller, Susan E.	http://id.loc.gov/authorities/names/n88179282	http://id.loc.gov/authorities/names/n88179282	Moeller, Susan E.	http://id.loc.gov/authorities/names/n88179282	Moeller, Susan E.	n88179282	Person		http://example.org/6714810#Agent700-35	
Pozen, Robert C.	http://id.loc.gov/authorities/names/n85000594	http://id.loc.gov/authorities/names/n85000594	Pozen, Robert C.	http://id.loc.gov/authorities/names/n85000594	Pozen, Robert C.	n85000594	Person		http://example.org/6813510#Agent100-23	
Hamacher, Theresa	http://id.loc.gov/authorities/names/n2006040565	http://id.loc.gov/authorities/names/n2006040565	Hamacher, Theresa	http://id.loc.gov/authorities/names/n2006040565	Hamacher, Theresa.	n2006040565	Person		http://example.org/6813510#Agent700-38	
