Val	match-ID-F	score-lc	Column 1	LC-VP	match-ID	score	Cor	LC-VC	score-c	org	Column 3	Column 4	blank
Schönberger, Arno, 1915-	n81052532	98	Schönberger, Arno, 1915-	n81052532	n81052532	1	Schönberger, Arno, 1915-			Person		http://example.org/1077795#Agent100-11	
Soehner, Halldor	no2005089167	100	Soehner, Halldor	no2005089167	no2005089167	0.9411764706	Soehner, Halldor			Person		http://example.org/1077795#Agent700-23	
Schouten, Jan	n50002818	100	Schouten, Jan	n50002818	n50002818	1	Schouten, Jan			Person		http://example.org/1080889#Agent100-12	
Delany, M. J.	n82062496	100	Delany, M. J	n82062496	n82062496	0.8333333333	Delany, M. J			Person		http://example.org/106061#Agent100-11	
Proctor, John W.	no2012155453	100	Proctor, John W	no2012155453	no2012155453	0.9375	Proctor, John W			Person		http://example.org/1011610#Agent100-9	
Porcher, Jean	n83227253	100	Porcher, Jean				Porcher, Jean			Person		http://example.org/1087840#Agent100-11	
O'Brien of Lothbury, Leslie Kenneth O'Brien, Baron, 1908-	no95008288	100	O'Brien of Lothbury, Leslie Kenneth O'Brien, Baron, 1908-	no95008288	no95008288	1	O'Brien of Lothbury, Leslie Kenneth O'Brien, Baron, 1908-			Person		http://example.org/107861#Agent100-9	
al-Bank al-Ahlī al-Mịsrī			al-Bank al-Ahlī al-Mịsrī				al-Bank al-Ahlī al-Mịsrī			Organization		http://example.org/107861#Agent810-19	
Forman, Lewis W.	no2004001298	100	Forman, Lewis W	no2004001298	no2004001298	0.9375	Forman, Lewis W			Person		http://example.org/1010981#Agent100-12	
Bailey, Earl L., 1924-2003	n78089008	100	Bailey, Earl L., 1924-2003	n78089008	n78089008	1	Bailey, Earl L., 1924-2003			Person		http://example.org/1010981#Agent700-23	
National Industrial Conference Board	n79023183	100	National Industrial Conference Board		n79023183		National Industrial Conference Board	n79023183	0.9166666667	Organization		http://example.org/1010981#Agent710-24	
Brown, Donald R., 1925-	n86108821	100	Brown, Donald R., 1925-	n86108821	n86108821	1	Brown, Donald R., 1925- 			Person		http://example.org/1030180#Agent700-25	
Bryn Mawr College	n50049445	100	Bryn Mawr College		n50049445		Bryn Mawr College	n50049445	0.9411764706	Organization		http://example.org/1030180#Agent710-26	
Rueff, Jacques	n80113309	100	Rueff, Jacques	n80113309	n80113309	1	Rueff, Jacques			Person		http://example.org/1016646#Agent100-10	
Hirsch, Fred	n50034201	100	Hirsch, Fred				Hirsch, Fred			Person		http://example.org/1016646#Agent700-20	
Kulich, Jindra	n50046186	100	Kulich, Jindra	n50046186	n50046186	0.9333333333	Kulich, Jindra			Person		http://example.org/1070982#Agent100-14	
University of British Columbia. Faculty of Education	n87817417	100	University of British Columbia. Faculty of Education		n87817417		University of British Columbia. Faculty of Education	n87817417	0.9811320755	Organization		http://example.org/1070982#Agent710-24	
University of British Columbia. Dept. of University Extension	n79102032	95	University of British Columbia. Dept. of University Extension		n79102032		University of British Columbia. Dept. of University Extension	n79102032	0.9090909091	Organization		http://example.org/1070982#Agent710-25	
Little, Walter	n77010896	100	Little, Walter				Little, Walter			Person		http://example.org/1056271#Agent100-13	
Graham, David Ralph, 1943-	no2012097627	100	Graham, David Ralph, 1943-	no2012097627	no2012097627	1	Graham, David Ralph, 1943-			Person		http://example.org/10766#Agent100-12	
University of Texas at Austin. Bureau of Business Research	n79144643	100	University of Texas at Austin. Bureau of Business Research		n79144643		University of Texas at Austin. Bureau of Business Research	n79144643	0.9655172414	Jurisdiction		http://example.org/10766#Agent810-24	
Lorant, John Herman, 1932-			Lorant, John Herman, 1932-				Lorant, John Herman, 1932-			Person		http://example.org/1024167#Agent100-11	
Philpott, William H., 1919-	n80154845	100	Philpott, William H., 1919-	n80154845	n80154845	1	Philpott, William H., 1919-			Person		http://example.org/1030516#Agent100-9	
Society for Autistic Children	n50079140	100	Society for Autistic Children				Society for Autistic Children			Organization		http://example.org/1030516#Agent710-21	
Conference on the Role of Colleges and Universities in International Understanding, Estes Park, Colo., 1949			Conference on the Role of Colleges and Universities in International Understanding, Estes Park, Colo., 1949				Conference on the Role of Colleges and Universities in International Understanding, Estes Park, Colo., 1949			Meeting		http://example.org/1065902#Agent111-10	
Nostrand, Howard Lee, 1910-2004	n87137162	100	Nostrand, Howard Lee, 1910-2004	n87137162	n87137162	1	Nostrand, Howard Lee, 1910-2004			Person		http://example.org/1065902#Agent700-20	
Brown, Francis J. (Francis James), 1894-1959	no2002019427	100	Brown, Francis J. (Francis James), 1894-1959	no2002019427	no2002019427	1	Brown, Francis J. (Francis James), 1894-1959			Person		http://example.org/1065902#Agent700-21	
Sinauer, Ernst M., 1918-	no2002005021	100	Sinauer, Ernst M., 1918-	no2002005021	no2002005021	1	Sinauer, Ernst M., 1918-			Person		http://example.org/1065883#Agent100-11	
Alexander, Yonah	n79043379	100	Alexander, Yonah	n79043379	n79043379	1	Alexander, Yonah			Person		http://example.org/1030943#Agent100-11	
Smyth, Bernard W.	n80124987	100	Smyth, Bernard W	n80124987	n80124987	0.9411764706	Smyth, Bernard W			Person		http://example.org/10122#Agent100-13	
Cooke, Helen J.	no96060033	100	Cooke, Helen J	no96060033	no96060033	0.9333333333	Cooke, Helen J			Person		http://example.org/1016378#Agent100-12	
National Bureau of Economic Research	n79139286	100	National Bureau of Economic Research		n79139286		National Bureau of Economic Research	n79139286	0.972972973	Organization		http://example.org/1022079#Agent710-20	
Brookings Institution	n81067841	100	Brookings Institution		n81067841		Brookings Institution	n81067841	0.9545454545	Organization		http://example.org/1022079#Agent710-21	
International Congress for the United States of Education. 3d, Oslo, 1961			International Congress for the United States of Education. 3d, Oslo, 1961				International Congress for the United States of Education. 3d, Oslo, 1961			Meeting		http://example.org/1061867#Agent111-10	
Sandven, Johannes	n80107423	100	Sandven, Johannes	n80107423	n80107423	0.9444444444	Sandven, Johannes			Person		http://example.org/1061867#Agent700-20	
Nihon Yunesuko Kokunai Iinkai	n84188654	100	Nihon Yunesuko Kokunai Iinkai		n84188654		Nihon Yunesuko Kokunai Iinkai	n84188654	0.9666666667	Organization		http://example.org/1057958#Agent110-13	
Minshu Kyōiku Kyōkai	n86056496	82	Minshu Kyōiku Kyōkai				Minshu Kyōiku Kyōkai			Organization		http://example.org/1057958#Agent710-23	
Baxter, Bernice	no2010030531	85	Baxter, Bernice				Baxter, Bernice			Person		http://example.org/1064361#Agent100-13	
Greene, Mark Richard, 1923-2012	n50033985	100	Greene, Mark Richard, 1923-2012	n50033985	n50033985	1	Greene, Mark Richard, 1923-2012			Person		http://example.org/1000026#Agent100-11	
Breckman, G. Kris			Breckman, G. Kris				Breckman, G. Kris			Person		http://example.org/1061085#Agent100-10	
Gordon Bell High School, Winnipeg, Manitoba			Gordon Bell High School, Winnipeg, Manitoba				Gordon Bell High School, Winnipeg, Manitoba			Organization		http://example.org/1061085#Agent610-18	
Bhandari, K. C.	n88631858	100	Bhandari, K. C	n88631858	n88631858	0.9333333333	Bhandari, K. C			Person		http://example.org/1019250#Agent100-12	
Delorme, Robert, 1931-	n80005265	100	Delorme, Robert, 1931-	n80005265	n80005265	0.8461538462	Delorme, Robert, 1931-			Person		http://example.org/100689#Agent100-11	
Vajda, Imre	no95013488	100	Vajda, Imre	no95013488	no95013488	0.9166666667	Vajda, Imre			Person		http://example.org/1010498#Agent100-11	
General Agreement on Tariffs and Trade (Organization)	n79026727	100	General Agreement on Tariffs and Trade (Organization)		n79026727		General Agreement on Tariffs and Trade (Organization)	n79026727	1	Organization		http://example.org/1009339#Agent110-10	
Greer-Wootten, Bryn	n85826840	100	Greer-Wootten, Bryn	n85826840	n85826840	1	Greer-Wootten, Bryn			Person		http://example.org/1013239#Agent100-9	
Glenn, John Elmer			Glenn, John Elmer				Glenn, John Elmer			Person		http://example.org/107353#Agent100-11	
Beers, Roland F.	n79090059	100	Beers, Roland F	n79090059	n79090059	0.9375	Beers, Roland F			Person		http://example.org/107633#Agent700-20	
Bassett, Edward G. (Edward Graham), 1927-1999	n79094596	100	Bassett, Edward G. (Edward Graham), 1927-1999	n79094596	n79094596	1	Bassett, Edward G. (Edward Graham), 1927-1999			Person		http://example.org/107633#Agent700-21	
Beers, Roland F.	n79090059	100	Beers, Roland F	n79090059	n79090059	0.9375	Beers, Roland F			Person		http://example.org/1075675#Agent700-25	
Tilghman, R. Carmichael, 1904-1999	no2004124225	100	Tilghman, R. Carmichael, 1904-1999	no2004124225	no2004124225	1	Tilghman, R. Carmichael, 1904-1999			Person		http://example.org/1075675#Agent700-26	
Bassett, Edward G. (Edward Graham), 1927-1999	n79094596	100	Bassett, Edward G. (Edward Graham), 1927-1999	n79094596	n79094596	1	Bassett, Edward G. (Edward Graham), 1927-1999			Person		http://example.org/1075675#Agent700-27	
Miles Laboratories	n80073820	100	Miles Laboratories		n80073820		Miles Laboratories	n80073820	1	Organization		http://example.org/1075675#Agent710-28	
Dainow, Joseph, 1906-	n50036495	100	Dainow, Joseph, 1906-	n50036495	n50036495	1	Dainow, Joseph, 1906- 			Person		http://example.org/1062238#Agent700-23	
Louisiana State University and Agricultural and Mechanical College. Institute of Civil Law Studies			Louisiana State University and Agricultural and Mechanical College. Institute of Civil Law Studies				Louisiana State University and Agricultural and Mechanical College. Institute of Civil Law Studies			Organization		http://example.org/1062238#Agent710-24	
Landheer, Bartholomeus, 1904-	n50040301	100	Landheer, Bartholomeus, 1904-	n50040301	n50040301	0.8787878788	Landheer, Bartholomeus, 1904-			Person		http://example.org/1074637#Agent100-11	
Asia-Pacific Conference on Libraries and National Development, Seoul, Korea, 1969			Asia-Pacific Conference on Libraries and National Development, Seoul, Korea, 1969				Asia-Pacific Conference on Libraries and National Development, Seoul, Korea, 1969			Meeting		http://example.org/1071757#Agent111-10	
Han'guk Tosŏgwan Hyŏphoe	n81053842	96	Han'guk Tosŏgwan Hyŏphoe		n81053842		Han'guk Tosŏgwan Hyŏphoe	n81053842	0.96	Organization		http://example.org/1071757#Agent710-19	
Lange, Torsten, 1945-	n86010880	100	Lange, Torsten, 1945-	n86010880	n86010880	1	Lange, Torsten, 1945-			Person		http://example.org/1000618#Agent100-13	
Dunn, John Joseph, 1932-			Dunn, John Joseph, 1932-				Dunn, John Joseph, 1932-			Person		http://example.org/1075779#Agent100-10	
Macpherson, James, 1736-1796	n50042738	100	Macpherson, James, 1736-1796	n50042738	n50042738	0.9655172414	Macpherson, James, 1736-1796			Person		http://example.org/1075779#Agent600-20	
Jacobsson, Per, 1894-1963	n82154013	100	Jacobsson, Per, 1894-1963	n82154013	n82154013	1	Jacobsson, Per, 1894-1963			Person		http://example.org/1017496#Agent100-10	
Soddy, Frederick, 1877-1956	n50053268	100	Soddy, Frederick, 1877-1956	n50053268	n50053268	1	Soddy, Frederick, 1877-1956			Person		http://example.org/1015501#Agent100-10	
Gouré, Leon	n50035759	95	Gouré, Leon	n50035759	n50035759	1	Gouré, Leon			Person		http://example.org/1033154#Agent100-12	
Kohler, Foy D.	n50042961	100	Kohler, Foy D	n50042961	n50042961	0.9285714286	Kohler, Foy D			Person		http://example.org/1033154#Agent700-23	
Harvey, Mose L.	n80005365	100	Harvey, Mose L	n80005365	n80005365	0.9333333333	Harvey, Mose L			Person		http://example.org/1033154#Agent700-24	
American Society of Mechanical Engineers. Fluids Engineering Division	n81103561	100	American Society of Mechanical Engineers. Fluids Engineering Division		n81103561		American Society of Mechanical Engineers. Fluids Engineering Division	n81103561	0.9857142857	Organization		http://example.org/1065715#Agent710-20	
American Society of Mechanical Engineers. Heat Transfer Division	n84201269	100	American Society of Mechanical Engineers. Heat Transfer Division		n84201269		American Society of Mechanical Engineers. Heat Transfer Division	n84201269	0.921875	Organization		http://example.org/1065715#Agent710-21	
Joint Fluids Engineering, Heat Transfer and Lubrication Conference, Detroit, 1970			Joint Fluids Engineering, Heat Transfer and Lubrication Conference, Detroit, 1970				Joint Fluids Engineering, Heat Transfer and Lubrication Conference, Detroit, 1970			Meeting		http://example.org/1065715#Agent711-22	
Jones, Charles O.	n50040343	100	Jones, Charles O	n50040343	n50040343	0.9411764706	Jones, Charles O			Person		http://example.org/1045776#Agent100-11	
United States. Congress	n79006865	100	United States. Congress		n79006865		United States. Congress	n79006865	1	Jurisdiction		http://example.org/1045776#Agent610-19	
Ripley, Randall B.	n79045506	100	Ripley, Randall B	n79045506	n79045506	0.9444444444	Ripley, Randall B			Person		http://example.org/1045776#Agent700-22	
Guttmacher, Manfred S. (Manfred Schanfarber), 1898-1966	no95011441	100	Guttmacher, Manfred S. (Manfred Schanfarber), 1898-1966	no95011441	no95011441	1	Guttmacher, Manfred S. (Manfred Schanfarber), 1898-1966			Person		http://example.org/105513#Agent100-11	
Steyn, Johan Heinrich, 1902-			Steyn, Johan Heinrich, 1902-				Steyn, Johan Heinrich, 1902-			Person		http://example.org/1019909#Agent100-12	
South African Institute of Race Relations	n79129211	100	South African Institute of Race Relations		n79129211		South African Institute of Race Relations	n79129211	0.9268292683	Organization		http://example.org/1019909#Agent710-24	
Yates, Alfred	n50014247	100	Yates, Alfred	n50014247	n50014247	1	Yates, Alfred			Person		http://example.org/1061944#Agent700-24	
Unesco Institute for Education	n79130814	100	Unesco Institute for Education		n79130814		Unesco Institute for Education	n79130814	0.9375	Organization		http://example.org/1061944#Agent710-25	
American Association for the Advancement of Science	n79053772	100	American Association for the Advancement of Science		n79053772		American Association for the Advancement of Science	n79053772	0.9411764706	Organization		http://example.org/1039697#Agent110-11	
Niu, M. C. (Mann Chiang), 1914-	n83126072	100	Niu, M. C. (Mann Chiang), 1914-	n83126072	n83126072	1	Niu, M. C. (Mann Chiang), 1914-			Person		http://example.org/1039697#Agent700-22	
Segal, Sheldon J. (Sheldon Jerome)	n50006376	100	Segal, Sheldon J. (Sheldon Jerome)	n50006376	n50006376	1	Segal, Sheldon J. (Sheldon Jerome)			Person		http://example.org/1039697#Agent700-23	
American Society of Zoologists. Division of Developmental Biology	n50056160	100	American Society of Zoologists. Division of Developmental Biology		n50056160		American Society of Zoologists. Division of Developmental Biology	n50056160	1	Organization		http://example.org/1039697#Agent710-24	
Govier, Doris Eda			Govier, Doris Eda				Govier, Doris Eda			Person		http://example.org/1010910#Agent100-11	
Kessel, Frank S.	n80010302	100	Kessel, Frank S	n80010302	n80010302	0.9375	Kessel, Frank S			Person		http://example.org/1062958#Agent100-13	
Mehl, Warren Roy, 1920-	no98103159	100	Mehl, Warren Roy, 1920-	no98103159	no98103159	1	Mehl, Warren Roy, 1920-			Person		http://example.org/1020735#Agent100-11	
American Theological Library Association	n79053683	100	American Theological Library Association		n79053683		American Theological Library Association	n79053683	0.925	Organization		http://example.org/1020735#Agent610-21	
Scarangello, Anthony A., 1924-2008	no2009204708	100	Scarangello, Anthony A., 1924-2008	no2009204708	no2009204708	1	Scarangello, Anthony A., 1924-2008			Person		http://example.org/1067905#Agent700-22	
University of Delaware	n80126273	100	University of Delaware		n80126273		University of Delaware	n80126273	0.9565217391	Organization		http://example.org/1067905#Agent710-23	
Ruggles, Nancy D., 1922-	no94014896	100	Ruggles, Nancy D., 1922-	no94014896	no94014896	1	Ruggles, Nancy D., 1922- 			Person		http://example.org/1045107#Agent700-23	
National Bureau of Economic Research	n79139286	100	National Bureau of Economic Research		n79139286		National Bureau of Economic Research	n79139286	0.972972973	Organization		http://example.org/1045107#Agent710-24	
Davidson, Roger H.	n79045471	100	Davidson, Roger H	n79045471	n79045471	0.9444444444	Davidson, Roger H			Person		http://example.org/1044862#Agent100-12	
United States. Congress. House	n79107874	100	United States. Congress. House		n79107874		United States. Congress. House	n79107874	1	Jurisdiction		http://example.org/1044862#Agent610-22	
Palmer, John R., 1945-			Palmer, John R., 1945-				Palmer, John R., 1945-			Person		http://example.org/1079941#Agent100-11	
Rivlin, Alice M.	n50051028	100	Rivlin, Alice M	n50051028	n50051028	0.9375	Rivlin, Alice M			Person		http://example.org/1068952#Agent100-13	
Painter, Geoffry			Painter, Geoffry				Painter, Geoffry			Person		http://example.org/1057513#Agent100-12	
Maldonado-Bear, Rita M.	n86839510	100	Maldonado-Bear, Rita M	n86839510	n86839510	0.9565217391	Maldonado-Bear, Rita M			Person		http://example.org/1017055#Agent100-12	
Walker, Kenneth Frederick	n50020064	100	Walker, Kenneth Frederick	n50020064	n50020064	1	Walker, Kenneth Frederick			Person		http://example.org/1012416#Agent100-11	
International Institute for Labour Studies	n79054089	100	International Institute for Labour Studies		n79054089		International Institute for Labour Studies	n79054089	0.976744186	Jurisdiction		http://example.org/1012416#Agent810-24	
